District ID,id,Pop20,DHouseholds,DTotal_Income,DArea,DSumAge,DTotal_Rent,DTotalCom,D20Minus,D20to40,D40to65,D65Plus,D0_25k,D25k_50k,D50k_100k,D100k_200k,D200kPlus,DGINI,DOc,DOcOth,DOc1Det,DOc1Att,DOc2_10,DOc10_50,DOc50_Plus,DWhite,DBlack,DNative,DAsian,DPacific,DOther,DMultiracial,DLatino,DVAP,DWhiteVAP,DBlackVAP,DNativeVAP,DAsianVAP,DPacificVAP,DOtherVAP,DMultiracialVAP,DLatinoVAP,DPop10,D10White,D10Black,D10Native,D10Asian,D10Pacific,D10Other,D10Multiracial,D10Latino,D10PCI,D00PCI,DPop00,D00White,D00Black,D00Native,D00Asian,D00Pacific,D00Other,D00Multiracial,D00Latino,DPop90,D90White,D90Black,D90Native,D90Asian,D90Other,D90Latino,D5_or_older,DEnglishOnly,DLimitedEnglish,DSpanish,DIndoEuropean,DAsianPacific,DOtherLanguage,D25_or_older,DHighschool,DBachelors,DGraduate,DNonInstit,DInsured,DUninsured,DMale,DFemale,DVeteran,DWorker_16_up,DCCar,DCTransit,DCWalk,DCBike,DCOther,DIAgri,DIConst,DIMfg,DIWholesale,DIRetail,DITrans,DIInfo,DIProf,DIEdu,DIArts,DIOther,DIPa,DIArmy,DinState,DoutState,DinCounty,DoutCounty,D16_up,DInLF,DUnemployed,DPopPov,DPoverty,DOHousing,DOwner,DRenter,DA_All,DA_Oth,DA_SouthAsia,DA_China,DA_SEasia,DA_Viet,DA_Filipino,DA_Japan,DA_Korea,DE_All,DE_Oth,DE_Germ,DE_USA,DE_Ire,DE_Brit,DE_Italy,DE_Scand,DE_Dutch,DE_Fr,DE_EastEuro,DE_Portug,DE_Czech,DE_Brazil,DE_Arab,DE_Polish,DE_Iran,DE_Balkan,DE_Hungary,DE_Greek,DF_All,DF_African,DF_Carib,DF_AA,DL_All,DL_Oth,DL_Mex,DL_PR,DL_Cuba,DL_Domin,DL_CA,DL_SA,DL_Spain,DUSBorn,DInStateB,DOutStateB,DForeignBorn,DForeignC,DForeignNC,DStSpouse,DGaySpouse,DStPartner,DGayPartner,DCapitaIncome,G22AgD,G22AgR,G22AgO,G22AgrCD,G22AgrCR,G22AgrCO,G22TreD,G22TreR,G22TreO,G22AudD,G22AudR,G22AudO,G22SosD,G22SosR,G22SosO,G22GovD,G22GovR,G22GovO,G22SenD,G22SenR,G22SenO,G20PreD,G20PreR,G20SenD,G20SenR,G20PreO,G20SenO,G18GovR,G18GovD,G18AgD,G18AgR,G18SosR,G18SosD,G18TreR,G18TreD,G18AudR,G18AudD,G18AgrCR,G18AgrCD,G18GovO,G18AgO,G18SosO,G18TreO,G18AudO,G18AgrCO,G16PreR,G16PreD,G16SenR,G16SenD,G16PreO,G16SenO,G16PrePCli,G16PrePSan,G16PrePO,G16PrePAll,G14AgR,G14AgD,G14AgO,G14AgrCR,G14AgrCD,G14AgrCO,G14TreR,G14TreD,G14TreO,G14AudR,G14AudD,G14AudO,G14SosR,G14SosD,G14SosO,G14GovR,G14GovD,G14GovO,G14SenR,G14SenD,G14SenO,G12PreR,G12PreD,G12PreO,G24GuessD,G24GuessR,G28GuessD,G28GuessR,DNonVet,GBuildD,GBuildR
29,29,31865,11356,858529893,57169,1102437,12001179,315639,9549,9078,10190,3049,2001,2680,3962,2267,418,12077,12319,998,7923,781,681,1711,179,17989,3265,344,3361,9,3060,3835,7235,23195,14241,2024,250,2415,5,1955,2303,4459,28647,21349,2338,161,1798,20,1879,1029,4496,730252748,676406301,24001,19852,1238,67,947,7,1268,495,2503,20116,18599,552,57,562,272,686,29679,22084,2914,4265,1643,1465,178,19720,16384,3771,821,31796,29446,2345,15364,16501,1309,15402,14913,124,146,21,130,42,1037,1761,369,1613,950,1958,1831,3026,1513,674,508,34,15389,2,13983,1419,24291,17249,1771,31681,4578,11356,7823,3542,3669,738,1311,10,800,582,102,16,28,6631,182,2225,867,760,744,686,609,105,48,13,0,35,1,1,19,0,139,10,15,10720,332,0,10382,6598,57,5429,39,183,35,670,44,72,26989,21659,5134,4876,2102,2777,4727,4,922,53,886532929,4959,2624,2,4250,3194,2,4987,2577,0,4983,2528,2,4205,3331,2,4302,3121,240,4623,3034,2,7685,4675,7624,4354,252,445,3132,6056,7071,1550,3117,5841,2430,6568,2801,6120,3002,5801,226,44,280,265,305,323,3923,6547,4855,5623,805,593,676,622,0,1299,2124,5023,0,3142,3610,298,2127,4793,182,2868,4100,0,2374,4351,393,2923,3926,395,2757,4151,342,3681,7713,213,7342,5017,7027,5332,0,0,0
30,30,31878,13173,912915408,42373,1215237,12607399,371169,7926,9109,10494,4350,2413,3368,4589,2389,377,12071,14307,925,8946,562,687,2483,659,22192,2599,196,1469,21,1862,3540,5444,24100,17993,1657,149,1056,14,1190,2042,3247,31353,25974,1857,181,980,17,1284,1034,3642,852054276,962461019,31237,28351,908,115,612,11,634,505,1527,30179,28954,436,73,361,287,793,30174,25230,1934,3352,701,529,327,22106,19424,4325,988,31409,29413,1994,15439,16439,1699,16876,16248,193,178,21,165,109,1303,1645,707,2057,786,2481,1630,3100,1977,543,486,1,16851,14,15541,1346,25394,17968,1108,31397,3645,13173,8056,5114,1369,98,436,220,300,73,115,0,21,7742,615,2075,891,1420,731,860,536,250,38,3,0,28,22,11,79,0,1,16,0,7140,312,0,6824,5084,84,4185,204,12,0,504,29,0,28977,22677,6176,2901,1216,1686,5042,43,959,26,965353079,5988,3019,0,5137,3715,0,6071,2932,0,6065,2873,0,5089,3888,0,5179,3638,354,5576,3549,0,8495,5430,8492,5055,322,560,3842,7224,8337,2045,3890,6874,2983,7856,3501,7211,3707,6919,299,68,347,324,359,397,4975,7441,6069,6463,954,681,837,859,0,1665,2737,6486,2,4038,4579,442,2712,6189,288,3655,5284,5,3000,5666,549,3864,5041,525,3549,5423,441,4713,9472,300,8308,5614,8152,5772,0,0,0
31,31,32047,13923,1624825251,60116,1224380,16728420,309261,7844,9201,10453,4547,1285,2841,4362,3749,1688,14331,14919,236,7939,1730,967,3285,709,25707,1701,83,1736,16,678,2129,1977,24752,20521,1118,45,1312,10,498,1245,1285,31022,27802,907,39,1334,11,372,504,1342,1560517894,1501814021,27723,25786,409,29,789,7,287,277,649,16518,15941,154,10,234,75,237,30083,26955,1188,796,779,697,826,22069,21342,12103,4193,31935,31043,888,15893,16154,1398,17812,17213,194,21,45,276,76,709,1132,457,1781,776,4129,2259,3729,1140,955,619,21,17696,101,13939,3858,25400,18733,730,31890,1649,13923,8957,4969,2306,0,705,292,525,288,101,50,284,10163,556,2868,1316,1137,866,298,1421,320,136,93,0,80,7,678,134,0,94,0,7,4288,191,0,4092,1318,172,880,85,1,0,69,58,8,29330,20016,9053,2717,1262,1430,6597,62,936,40,1647960247,9009,5625,9,7360,7080,2,9071,5535,5,9044,5465,5,7224,7354,4,7727,6758,328,8257,6571,14,11131,7836,10482,8331,375,398,6909,8794,11013,3019,7241,8065,5462,9848,6573,8652,6966,8094,232,133,329,310,344,404,7502,8865,9891,7028,1401,650,839,660,18,1512,5777,7234,12,8132,4331,353,5734,6877,337,7425,5143,18,6497,5900,526,7941,4905,465,7099,5834,381,9538,8827,315,11568,7398,12015,6950,0,0,0
32,32,32176,14434,1441842513,26779,1282409,17040100,298802,7409,9126,10155,5480,1787,2749,4631,4097,1162,13130,15349,3,8352,1134,1973,2814,1022,24403,1918,150,2010,24,1155,2515,3044,24995,19923,1281,118,1446,18,754,1457,1918,31349,27193,1087,48,1325,15,942,695,2496,1350972906,1643850802,31536,29201,543,30,756,12,425,474,1038,28218,27260,308,30,379,142,422,30187,25534,1889,1622,1611,905,464,23378,22318,10908,3803,32109,30690,1400,16555,15621,1814,16996,16752,16,49,0,99,148,776,1313,449,2086,693,3618,1889,3612,1072,782,480,5,16852,105,14454,2536,25810,18264,830,32055,2273,14434,8996,5453,2259,805,433,309,251,187,99,33,59,10594,926,2550,1078,1400,1441,319,1269,186,29,350,1,64,0,108,188,237,210,3,55,4868,647,0,4183,2467,10,1646,45,8,0,320,325,54,28521,20006,8056,3655,1914,1731,6259,31,842,6,1468697768,8958,4775,1,7409,6115,2,8982,4712,1,9013,4612,3,7165,6488,1,7694,5834,352,8128,5726,3,11069,7127,10570,7407,381,484,6476,9571,11715,2936,6839,8866,5112,10576,6213,9402,6488,8973,251,89,379,357,390,425,7104,9415,9309,7752,1422,682,990,805,0,1779,5343,8400,2,7768,5312,446,5368,7879,401,7026,6253,3,5998,7015,625,7429,5982,582,6705,6867,447,8373,9744,271,11348,6848,11612,6585,0,0,0
33,33,32104,11879,698598584,19745,1119840,10770603,281186,9950,9020,9712,3427,2541,3461,4367,1446,66,11930,13102,107,10245,251,920,775,706,18063,3678,301,2320,31,3713,3999,8046,23784,14741,2453,211,1660,26,2334,2359,4887,31575,22116,3644,234,1482,42,2857,1149,6273,716190924,768403359,31954,24573,3194,131,1544,13,1614,808,2946,32215,27716,3001,189,864,378,925,29552,21412,3638,5531,351,1214,1018,20337,16600,2836,754,31825,28894,2922,16024,16080,1362,14624,13658,283,284,78,227,60,1576,2059,249,1502,815,1381,1702,2477,1431,775,431,16,14551,46,13405,1210,24153,16219,1611,31485,5703,11879,7427,4461,1916,446,234,3,424,594,27,57,10,5406,140,1461,815,713,904,338,500,110,21,63,0,19,0,0,7,0,1,0,1,11787,1106,61,10616,7590,103,6173,224,72,0,829,109,6,26862,21379,5074,5242,1527,3725,4084,10,1217,7,748225601,5091,2146,0,4459,2637,0,5083,2129,0,5103,2053,0,4446,2700,0,4565,2511,208,4813,2481,0,7896,3927,7849,3499,265,575,2539,6434,7138,1435,2596,6221,2012,6793,2338,6387,2417,6246,242,29,298,242,327,359,3366,7102,4165,6222,794,647,778,693,24,1474,1796,5487,0,2645,4185,396,1803,5232,215,2383,4745,0,1915,4924,455,2428,4449,529,2264,4746,443,2975,8787,307,7432,4391,6975,4849,0,0,0
34,34,31886,11760,689445087,16911,1047496,11119415,282874,9805,10646,8855,2578,3398,2565,4026,1624,120,13382,13189,21,8357,368,2348,1684,302,16215,7077,243,2764,24,2557,3007,5257,24033,13711,4658,182,1975,17,1670,1821,3345,32843,19795,6677,181,2300,41,2406,1383,5126,705990702,810632682,34071,21700,6715,150,1956,16,2248,1143,3552,33148,24601,6394,172,1579,274,705,29482,21060,4707,3211,481,2933,1820,18861,15267,4605,1253,31647,29367,2275,15637,16249,694,15756,14457,397,501,53,263,87,800,2103,346,1969,606,2058,1747,3179,1790,639,337,0,15668,61,14079,1672,25057,17395,1754,29763,8212,11760,6016,5751,3975,1330,495,243,498,1146,86,1,86,4914,284,1394,346,747,517,354,544,169,90,91,0,36,0,58,28,0,16,0,2,12040,2208,7,9819,4806,42,3661,48,27,24,877,47,2,25335,17763,7203,6551,2463,4080,3596,25,980,62,741947995,6127,1425,0,5644,1800,2,6099,1424,1,6115,1378,4,5572,1936,2,5798,1651,206,5973,1669,2,9179,2742,8981,2637,294,418,2114,7881,8262,1393,2083,7719,1676,8078,2045,7678,2020,7582,242,12,300,322,319,391,2448,8933,3580,7896,997,613,835,905,41,1782,1675,6489,4,2534,5265,335,1628,6235,333,2278,5716,7,1745,6010,456,2337,5488,585,2040,6056,342,2753,10049,301,8753,3168,8334,3588,0,0,0
35,35,32015,13567,1130607320,20174,1218734,16071256,325839,7814,9861,9806,4543,1444,2943,5090,3546,539,11676,14489,36,11059,584,1106,1113,520,23874,2644,106,2475,11,815,2088,2148,25211,19928,1803,74,1637,9,571,1189,1339,31336,26825,2135,75,936,12,571,749,1474,1159890293,1258875334,32350,29755,1033,64,614,15,243,524,659,32282,31091,654,44,305,97,387,29577,24662,2572,941,1106,2078,809,22446,20425,8800,2767,31833,30568,1266,15462,16553,1448,16760,16361,145,21,44,82,74,978,1660,344,1414,844,3272,1936,3611,1409,760,408,34,16652,92,15129,1643,25869,18063,1332,31796,2384,13567,9885,3698,2982,1603,87,72,295,697,65,16,54,9451,871,2335,936,1170,1497,177,965,184,46,85,0,133,20,102,25,139,532,0,30,6437,1167,0,5278,1748,83,1204,61,58,4,180,10,0,27679,21075,6434,4336,1572,2740,5525,31,1283,70,1153201853,10095,3295,0,8905,4300,0,10135,3210,1,10218,3094,0,8738,4606,0,9281,3898,403,9691,3844,2,12449,5309,12105,5370,432,536,4329,10720,11874,2493,4524,10181,3399,11258,4144,10446,4278,10223,367,22,451,468,500,514,5104,10796,7031,9340,1502,838,1043,1109,0,2147,3492,9459,5,5728,6599,516,3545,8936,435,4926,7611,11,3887,8367,701,5150,7370,711,4528,8220,516,5990,11752,412,12410,5347,12414,5344,0,0,0
36,36,31963,17258,1568995637,30293,1221896,18973799,294310,5883,12427,8679,4985,3696,3932,4751,3230,1661,15126,18595,50,6594,694,1458,4710,5039,24081,3488,174,1043,27,868,2284,2320,26586,20955,2401,146,921,18,627,1519,1621,27405,22409,2762,89,652,13,612,831,1551,1225144542,1184017626,27502,23382,2164,72,729,21,498,564,1018,27644,24609,2157,78,548,199,608,30170,26734,1061,1538,639,650,563,22671,21752,12508,4926,31849,30642,1190,16016,15947,1749,18443,16298,313,1358,142,248,102,798,1029,277,1551,795,3571,3271,3750,1503,920,840,0,18314,122,16998,1438,27036,19525,965,31570,4767,17258,7376,9881,1939,46,704,381,303,125,163,22,92,8930,717,2625,803,1150,1373,396,766,260,134,43,0,43,2,160,71,10,42,0,126,6300,750,208,5323,2841,128,2011,22,10,56,300,234,5,29348,19163,10065,2615,1616,961,4265,71,1109,85,1578211295,10780,2613,3,9694,3509,7,10773,2581,2,10797,2538,11,9518,3846,7,10030,3192,329,10463,3084,10,13520,4136,13162,4313,394,443,3441,11828,12538,1977,3714,11236,2795,12091,3480,11327,3609,11088,298,51,365,362,377,434,3693,11216,5535,9696,1201,651,1068,984,23,2077,2843,8877,11,4438,6674,433,2816,8507,339,3930,7410,17,3154,8071,538,4173,7285,555,3474,8202,360,4644,11136,344,13312,4345,13126,4530,0,0,0
37,37,31835,12274,1117084139,2019796,1255922,11482275,334624,8714,7236,10264,5574,1508,1881,4638,3287,623,12289,12939,505,10552,145,717,533,95,29882,209,44,411,27,192,1067,630,24216,22917,134,43,321,13,126,666,375,31581,30587,150,54,379,7,88,283,415,940293654,904316727,30001,29330,57,39,294,8,47,149,198,27883,27478,51,31,256,18,129,30054,29132,237,355,133,227,0,21205,20124,6551,2002,31773,30776,927,16193,15642,1703,16209,15295,24,627,42,49,465,996,3685,276,1411,612,833,552,4326,606,811,332,0,16100,76,11286,5030,25036,16975,525,30432,1710,12274,9722,2461,415,4,77,1,102,1,46,14,78,13099,425,2908,1478,724,1356,68,521,4448,12,9,0,53,3,1,75,0,17,0,5,1872,22,0,1826,513,29,368,23,0,43,1,0,0,31315,24767,6181,520,273,220,7389,26,427,0,1138279298,4777,9396,0,3099,11035,0,4721,9444,0,5196,8974,0,3288,10897,0,3343,10731,236,3824,10393,2,5381,13018,5376,12739,360,444,9920,4633,8662,3691,10085,4190,8521,5692,9059,5111,9861,4360,214,31,226,258,329,333,11380,4706,12740,3896,1293,598,500,499,15,1084,7010,5792,0,9684,2693,240,7279,5032,316,8619,3757,0,7804,4316,533,9114,3317,558,8866,3607,468,10357,6494,297,5019,13379,4620,13777,0,0,0
38,38,31898,12111,965282327,1413368,1308033,10248568,339256,7728,7719,10457,5962,1926,2805,4098,2672,360,12529,13715,368,10658,185,1206,624,292,29242,681,113,189,27,342,1307,962,25020,23283,496,82,150,19,222,767,616,30979,29906,449,91,127,4,111,276,477,880711308,995997609,31294,30486,285,59,118,16,73,167,284,28820,28527,54,34,122,35,145,30183,28625,585,557,188,123,502,22545,21074,4053,1163,30332,29302,955,16690,15208,1861,14710,14035,0,416,4,114,692,828,2741,378,1239,592,1441,746,3171,757,568,304,5,14655,22,8115,6678,25595,15772,1495,30300,2849,12111,9109,2963,306,19,1,98,0,45,27,28,2,12439,281,3992,1636,1628,1201,128,513,1999,20,25,0,5,0,0,21,0,7,0,0,2917,467,6,2411,882,30,564,203,0,0,0,2,6,31108,25255,5448,790,177,548,6617,2,516,0,1008539572,5638,6622,2,4218,7969,2,5603,6593,2,5793,6437,2,4224,8036,0,4320,7684,384,4866,7451,1,6668,9775,6834,9154,277,640,6746,6215,9016,2858,7115,5664,5482,7291,6069,6634,6308,6415,229,14,233,245,291,323,8555,6147,9501,5360,1130,836,833,715,49,1554,4713,7692,0,7405,4282,599,4807,6869,721,6254,5727,0,5404,6126,753,6746,5152,674,6303,5559,694,7162,8843,280,6078,10366,5586,10858,0,0,0
39,39,31995,12065,974382806,56210,1172348,13251958,311656,9671,7988,9679,4666,1496,2849,4520,2681,487,12089,12628,199,9310,708,445,1447,451,24366,2295,149,1275,22,1398,2489,3431,24320,19442,1447,112,944,18,935,1424,2050,30374,26269,1554,87,979,5,569,815,2006,878846446,754553115,24551,22535,636,54,475,14,427,282,875,22778,21863,387,37,298,122,418,29378,25884,1354,1545,408,878,639,20687,18724,4344,1183,31835,30021,1801,15709,16286,1761,15377,14814,60,205,44,210,14,1036,1964,325,1965,1000,1875,1435,3116,1128,852,510,66,15292,60,13992,1394,24147,16869,1618,31471,3455,12065,8529,3549,1805,209,86,275,923,18,168,46,1,8759,627,2739,1212,1117,789,215,725,356,29,236,0,81,0,0,194,0,254,0,0,5647,876,0,4758,2779,47,2297,31,1,35,283,83,0,29487,23410,5845,2508,1224,1282,5661,51,954,0,985609392,5997,4434,0,4845,5430,0,6081,4306,2,6138,4234,6,4764,5614,2,4847,5372,378,5355,5209,9,7764,7101,7658,6766,337,585,4965,6773,8425,2272,5129,6325,3843,7614,4530,6904,4753,6501,299,44,342,328,325,375,6239,6805,7381,5831,1068,666,867,638,0,1518,3417,6306,4,5011,4197,391,3358,6026,268,4497,4925,4,3809,5326,501,4625,4780,487,4415,5021,441,5567,8608,301,7482,7384,7194,7672,0,0,0
40,40,32036,12094,1113113583,95936,1195175,14806794,351382,9027,8631,9660,4735,988,2277,4509,3763,535,11638,12695,746,8257,1290,451,1554,338,27450,1502,112,602,34,438,1899,1737,24227,21310,997,88,443,24,326,1036,1082,25414,23938,515,47,300,30,210,302,870,906798907,594755585,17857,17180,123,43,95,40,77,153,236,14224,13994,37,22,37,64,138,30173,28519,481,708,253,295,325,21527,20535,6473,1678,31204,30416,776,15537,16499,1755,16150,15835,33,68,13,160,47,1003,1414,688,2216,893,2601,1463,3553,980,406,717,12,16100,35,14615,1522,24958,17232,1281,31085,2099,12094,8814,3278,747,16,26,0,298,111,188,0,83,9641,555,2735,1514,1076,1658,186,711,478,22,120,0,153,0,166,36,0,11,4,3,3380,471,0,2895,1762,154,1442,27,0,11,80,8,0,30655,24724,5709,1381,633,725,6279,23,972,6,1139856837,6956,5738,4,5376,7148,0,7075,5607,2,7219,5422,1,5418,7258,2,5560,6975,401,6196,6708,12,7963,8676,7954,8344,406,607,6052,6782,8851,2670,6244,6212,4726,7786,5510,6919,5896,6455,273,99,371,318,369,373,7266,6266,8552,5246,1200,681,675,568,16,1247,3903,5912,2,5865,3388,392,3896,5569,307,5221,4281,4,4336,4884,517,5508,4028,494,5084,4450,470,6368,7198,288,7869,8768,7779,8856,0,0,0
41,41,32054,12821,1379171055,38254,1096067,18310097,384295,8996,10784,8808,3479,598,1818,4689,4539,1125,11001,13315,53,7411,2087,1346,1941,441,28331,773,72,736,14,385,1741,1252,23718,21404,521,51,543,9,281,910,735,20458,19418,220,19,394,9,90,236,373,814272275,531064142,13087,12743,50,17,88,5,53,84,143,8465,8386,19,7,21,6,44,29695,27995,496,505,517,411,218,20043,19692,10551,2933,31754,30460,1276,16234,15820,1447,18531,18114,125,143,11,78,298,918,1257,971,2789,719,3241,1325,4274,1063,681,644,271,18426,78,15511,3029,24376,19324,687,31955,1239,12821,8913,3877,1144,98,508,30,174,42,37,15,137,12334,877,4921,943,878,1870,175,1429,315,12,31,0,177,0,147,124,0,123,142,0,2382,110,1,2243,541,25,445,34,0,0,0,19,4,31057,22713,8064,997,515,474,6416,13,1150,138,1397566078,8047,6886,0,6323,8427,0,8194,6679,0,8259,6625,0,6434,8438,0,6772,7999,356,7341,7778,9,9251,9529,8934,9626,429,457,6984,6684,8926,3072,7131,6238,5481,7826,6496,6752,6953,6255,267,102,289,327,342,346,7362,6173,9159,4850,1209,540,514,429,0,956,4554,5117,6,6621,2686,288,4514,4833,265,5918,3412,2,5216,4000,402,6229,3272,407,5816,3821,307,7030,5569,228,9507,9274,9750,9031,0,0,0
42,42,31911,11820,1286563084,41011,1121012,16500199,377918,9601,9415,9197,3729,1098,1568,3456,4670,1028,11480,12475,222,8511,1334,1110,1033,172,28156,760,70,638,16,529,1742,1347,23575,21262,512,48,470,10,385,882,821,23904,22750,242,30,371,10,117,294,546,879326754,685599895,16907,16376,126,18,145,1,29,105,123,12439,12270,39,7,44,15,49,29514,27574,514,714,568,353,247,20466,19974,10087,2895,31783,30762,1014,16021,15890,1510,17462,17218,34,103,2,16,167,1291,1556,692,1894,540,2811,1720,4175,1133,753,694,7,17302,151,15189,2279,24012,18138,596,31319,1546,11820,8895,2926,1121,0,26,64,6,228,227,144,334,11503,605,4835,809,1156,1266,309,1187,429,66,29,0,188,0,0,131,0,318,0,1,2638,189,7,2424,1209,6,927,163,0,0,18,61,27,30664,22932,7489,1247,766,465,7149,2,658,11,1317254335,7902,6700,1,6216,8211,1,7988,6569,7,8108,6442,2,6302,8293,0,6630,7795,374,7170,7594,8,9051,9237,8764,9286,463,500,7021,7062,9364,3094,7191,6537,5576,8120,6562,7120,6987,6593,268,121,325,353,324,363,7500,6484,9329,5237,1406,662,602,522,0,1139,4730,5443,3,6703,3036,311,4647,5191,295,6051,3774,3,5232,4373,497,6324,3631,469,5911,4133,377,7458,6428,271,9199,9086,9367,8919,0,0,0
43,43,32052,12538,1564828328,80350,1211402,17263473,324974,9136,7713,10331,4892,774,2164,3704,3970,1946,12502,13114,103,8481,1644,711,1547,580,26671,1571,61,1722,13,451,1561,1319,23615,20336,885,47,1203,11,294,838,799,25099,23130,469,26,932,7,138,322,585,1134603266,793900082,15235,14666,99,18,213,4,58,77,176,9784,9633,24,11,54,13,53,29893,26725,970,676,1002,914,517,21497,20921,10825,3706,31110,30201,899,15993,16059,1375,16923,16639,34,72,25,77,288,707,1407,511,1639,670,3008,1695,4176,1000,673,832,259,16805,86,15245,1669,24389,17516,535,31251,2614,12538,9179,3368,1888,97,817,490,37,121,157,10,115,10290,710,3420,917,1361,1459,299,930,312,67,33,0,33,0,21,40,0,552,0,6,5328,1232,41,4017,1429,51,1201,24,3,0,7,96,0,29554,21046,8289,2498,1235,1250,6999,3,642,2,1582708330,8398,6297,5,6502,7986,7,8497,6106,7,8540,6009,9,6481,8170,9,6945,7584,319,7498,7343,18,9585,8555,9131,8825,368,383,7354,7494,10042,3100,7551,6964,5682,8785,6701,7750,7335,7006,223,109,298,308,287,323,7756,7343,9838,5818,1256,563,762,487,0,1252,5406,6500,0,7716,3629,342,5347,6139,324,6991,4486,3,6138,5153,525,7480,4199,485,6892,4907,379,8477,6853,235,9909,8229,10276,7866,0,0,0
44,44,31757,12415,1328390241,39663,1246660,15784623,292662,8402,7411,10824,5113,1414,1988,3616,3693,1688,11821,12907,149,8305,1014,1114,1839,443,25653,1622,74,1860,14,683,1853,1828,24181,20383,1015,41,1262,11,450,1018,1095,30936,28018,966,34,989,8,302,542,1040,1297452681,1203858768,26673,25307,416,21,430,22,142,231,430,23078,22399,191,20,310,39,160,29679,25620,1652,1159,1094,1187,594,22095,20915,10087,3429,31475,30260,1185,15837,15919,1601,16321,15859,91,45,0,259,320,695,1055,416,1809,759,3221,2014,3203,1274,716,566,135,16304,8,14429,1888,24798,17193,852,31556,2396,12415,9228,3170,2154,561,161,228,387,457,96,18,175,9630,576,3434,743,836,1041,117,1021,259,36,91,0,69,2,114,212,0,893,0,2,5240,738,99,4376,1868,20,1015,577,8,0,142,24,6,28603,20896,7359,3154,2117,1049,6914,6,517,98,1339222120,8512,5618,2,6837,7098,0,8643,5457,0,8662,5405,8,6667,7453,0,7159,6793,377,7735,6587,2,10432,8128,10013,8349,418,460,7034,8735,11125,3022,7411,8013,5442,9890,6629,8735,7041,8144,299,100,346,368,348,404,7758,8957,9994,7287,1414,649,958,650,0,1610,5549,7805,0,8144,4608,407,5521,7454,330,7396,5511,14,6391,6316,569,7793,5312,573,7052,6181,445,9044,8996,262,10526,8035,10604,7955,0,0,0
45,45,31630,11127,1461330221,831052,1150827,17411836,402150,9328,7988,10916,3384,648,1227,2706,4723,1756,11328,11600,168,10152,639,394,54,11,29002,411,103,393,18,307,1396,1082,22325,20751,282,88,261,16,192,740,601,21667,20846,236,42,158,2,73,219,375,798011417,554301893,14745,14381,102,30,39,1,38,89,118,11722,11561,56,20,19,21,76,29296,28421,239,303,293,26,119,21041,20259,9092,2407,30896,30295,572,15726,15904,1219,16938,16742,12,55,0,37,254,1174,1428,540,1986,881,2675,1645,3633,610,936,793,14,16818,76,14396,2568,23847,17595,467,30904,1281,11127,10162,951,339,2,55,62,96,10,14,6,31,11470,763,4317,1439,1182,1127,277,908,608,67,96,0,42,0,2,93,0,77,0,0,2890,394,1,2485,450,35,364,0,0,1,0,9,0,31032,24938,5922,598,483,89,7587,1,564,57,1479981560,6825,8051,1,5058,9657,5,7034,7809,5,7147,7643,4,5160,9670,0,5411,9310,350,6029,9058,8,7340,10667,7251,10538,382,450,7657,5888,8440,3411,7747,5466,6015,7173,6984,6148,7438,5649,237,104,290,307,314,341,8549,5254,9898,4299,1138,527,500,466,19,1013,4706,5024,3,6701,2567,288,4678,4716,213,5954,3421,2,5229,3895,490,6243,3240,458,6050,3540,355,7125,5452,204,7377,10631,7433,10575,0,0,0
46,46,31678,11466,1564384122,366343,1074000,17254595,335688,10449,8150,10378,2673,515,1695,2702,4632,1841,11920,11718,413,8406,975,543,1249,45,28035,665,62,1001,9,343,1564,1199,22244,20025,403,48,710,7,248,804,693,18378,17404,163,27,374,4,77,201,362,809196832,394183253,9446,9219,16,13,62,0,23,54,62,6340,6293,3,2,25,10,43,29258,27015,636,401,1076,565,144,19981,19649,10205,3434,31654,29995,1616,15972,15706,1562,16786,16492,0,179,39,33,432,1047,1150,439,1774,449,3607,1694,3715,920,679,487,18,16753,23,11141,5633,23055,17738,878,31671,1196,11466,9039,2407,961,0,552,185,54,0,55,0,70,11445,454,4832,1021,1273,915,237,761,108,283,285,0,14,1,0,40,0,871,0,0,2622,179,17,2396,1028,63,644,1,0,0,114,107,16,30007,22571,7172,1671,960,691,6743,59,606,8,1568063256,7589,7115,2,5834,8694,4,7577,7095,2,7769,6928,2,5973,8736,4,6322,8306,368,6858,8027,12,8630,9387,8236,9599,409,430,7013,6159,8754,2944,7295,5547,5708,7106,6446,6288,6954,5726,258,107,321,274,344,346,6882,5255,8555,3994,1118,547,512,354,11,877,4331,4343,0,6112,2234,215,4303,4109,217,5469,2884,0,4753,3449,386,5828,2711,338,5405,3189,277,6551,4834,172,9056,8958,9520,8495,0,0,0
