District ID,id,Pop20,DHouseholds,DTotal_Income,DArea,DSumAge,DTotal_Rent,DTotalCom,D20Minus,D20to40,D40to65,D65Plus,D0_25k,D25k_50k,D50k_100k,D100k_200k,D200kPlus,DGINI,DOc,DOcOth,DOc1Det,DOc1Att,DOc2_10,DOc10_50,DOc50_Plus,DWhite,DBlack,DNative,DAsian,DPacific,DOther,DMultiracial,DLatino,DVAP,DWhiteVAP,DBlackVAP,DNativeVAP,DAsianVAP,DPacificVAP,DOtherVAP,DMultiracialVAP,DLatinoVAP,DPop10,D10White,D10Black,D10Native,D10Asian,D10Pacific,D10Other,D10Multiracial,D10Latino,D10PCI,D00PCI,DPop00,D00White,D00Black,D00Native,D00Asian,D00Pacific,D00Other,D00Multiracial,D00Latino,DPop90,D90White,D90Black,D90Native,D90Asian,D90Other,D90Latino,D5_or_older,DEnglishOnly,DLimitedEnglish,DSpanish,DIndoEuropean,DAsianPacific,DOtherLanguage,D25_or_older,DHighschool,DBachelors,DGraduate,DNonInstit,DInsured,DUninsured,DMale,DFemale,DVeteran,DWorker_16_up,DCCar,DCTransit,DCWalk,DCBike,DCOther,DIAgri,DIConst,DIMfg,DIWholesale,DIRetail,DITrans,DIInfo,DIProf,DIEdu,DIArts,DIOther,DIPa,DIArmy,DinState,DoutState,DinCounty,DoutCounty,D16_up,DInLF,DUnemployed,DPopPov,DPoverty,DOHousing,DOwner,DRenter,DA_All,DA_Oth,DA_SouthAsia,DA_China,DA_SEasia,DA_Viet,DA_Filipino,DA_Japan,DA_Korea,DE_All,DE_Oth,DE_Germ,DE_USA,DE_Ire,DE_Brit,DE_Italy,DE_Scand,DE_Dutch,DE_Fr,DE_EastEuro,DE_Portug,DE_Czech,DE_Brazil,DE_Arab,DE_Polish,DE_Iran,DE_Balkan,DE_Hungary,DE_Greek,DF_All,DF_African,DF_Carib,DF_AA,DL_All,DL_Oth,DL_Mex,DL_PR,DL_Cuba,DL_Domin,DL_CA,DL_SA,DL_Spain,DUSBorn,DInStateB,DOutStateB,DForeignBorn,DForeignC,DForeignNC,DStSpouse,DGaySpouse,DStPartner,DGayPartner,DCapitaIncome,G22AgD,G22AgR,G22AgO,G22AgrCD,G22AgrCR,G22AgrCO,G22TreD,G22TreR,G22TreO,G22AudD,G22AudR,G22AudO,G22SosD,G22SosR,G22SosO,G22GovD,G22GovR,G22GovO,G22SenD,G22SenR,G22SenO,G20PreD,G20PreR,G20SenD,G20SenR,G20PreO,G20SenO,G18GovR,G18GovD,G18AgD,G18AgR,G18SosR,G18SosD,G18TreR,G18TreD,G18AudR,G18AudD,G18AgrCR,G18AgrCD,G18GovO,G18AgO,G18SosO,G18TreO,G18AudO,G18AgrCO,G16PreR,G16PreD,G16SenR,G16SenD,G16PreO,G16SenO,G16PrePCli,G16PrePSan,G16PrePO,G16PrePAll,G14AgR,G14AgD,G14AgO,G14AgrCR,G14AgrCD,G14AgrCO,G14TreR,G14TreD,G14TreO,G14AudR,G14AudD,G14AudO,G14SosR,G14SosD,G14SosO,G14GovR,G14GovD,G14GovO,G14SenR,G14SenD,G14SenO,G12PreR,G12PreD,G12PreO,G24GuessD,G24GuessR,G28GuessD,G28GuessR,DNonVet,GBuildD,GBuildR
11,11,31989,13680,1035928634,3585670,1339088,9453140,267010,8011,6686,10274,6878,2263,3124,4432,2970,247,13260,15015,41,12877,132,779,591,16,30241,301,64,96,1,343,944,857,24528,23451,179,50,76,0,223,548,544,32264,31533,97,37,128,2,208,245,464,959243384,984091542,33795,33419,49,29,85,1,48,99,169,34008,33873,5,23,57,16,93,30187,29577,154,244,3,18,29,22220,20873,4864,969,31682,30565,970,15952,16037,1712,16318,15779,11,231,0,21,1459,991,2155,491,1600,898,937,498,3752,470,403,319,0,16018,210,13061,3173,25455,16963,356,31669,2717,13680,10648,2957,73,2,16,0,0,0,1,0,43,14200,185,9198,1239,434,234,4,1503,18,7,4,1,35,0,0,3,0,0,0,0,1436,29,0,1400,669,81,316,12,3,0,66,6,0,31667,25396,6058,322,141,139,6816,3,595,0,1062405685,5147,7299,0,2920,9437,0,4634,7682,0,4594,7816,0,3122,9281,0,3033,9586,85,3679,8947,0,5474,12181,5638,11479,128,427,8862,4886,9046,2194,8791,4162,6445,6418,7650,5292,8435,4445,122,0,171,163,160,223,10734,5161,11606,4224,954,491,708,447,0,1254,5087,6772,0,8378,2776,327,5174,6091,206,6892,4016,0,5871,4907,497,8428,3593,318,7484,4299,504,9160,7762,64,4949,12703,4285,13368,0,0,0
12,12,31818,12513,941870087,3717517,1277607,8881072,261931,8554,7478,9638,6120,2502,2760,4090,2400,151,13913,13995,388,11524,162,760,365,130,25633,467,207,376,19,2870,2244,5469,23920,20141,301,146,274,10,1718,1331,3177,32738,29480,253,94,156,19,2344,380,4371,879827478,917531172,33360,31989,122,63,95,2,755,148,1488,33361,33086,55,32,88,26,107,30185,24764,2237,4095,51,357,445,21290,18527,3950,674,31604,29235,2212,15883,15935,1467,15245,14541,0,195,0,13,1059,799,2862,93,1457,465,555,579,3360,412,449,112,0,14967,130,12028,3032,25200,16461,990,31583,4415,12513,9168,3365,445,163,0,17,121,0,64,1,6,11268,45,7497,928,292,486,29,512,21,1,6,0,2,3,0,3,0,0,0,4,5983,493,0,5456,5084,20,3472,4,0,0,1254,0,0,28970,21503,7003,2848,825,1970,6374,0,579,0,975690808,3028,7135,0,2131,8042,0,3208,6922,0,2882,7232,0,2326,7896,0,2068,8257,69,2554,7806,0,4523,11042,4697,10333,85,297,8272,3466,6852,2201,8002,3167,6570,4634,7260,3846,7736,3407,81,15,102,75,111,146,10356,3980,10707,3376,555,365,311,266,15,987,5417,4332,0,7488,2020,169,5257,4080,161,6556,2798,2,5824,3315,305,7829,2386,180,6782,3132,293,8625,6160,76,4620,10948,4526,11041,0,0,0
13,13,31807,13102,1117528815,5365654,1335043,9984076,366005,7985,6610,10072,7015,1725,2542,4430,3285,462,12542,14557,235,13183,33,274,127,81,29875,125,238,80,42,270,1179,885,24297,23125,64,142,72,30,176,691,533,32625,31833,61,201,92,14,125,269,430,1042895989,1009432470,34136,33639,35,114,55,12,49,144,231,33168,32991,18,62,41,19,79,30253,29095,251,617,48,16,14,22197,20953,4438,837,31654,30410,1032,16425,15382,1975,16015,15344,1,264,0,8,1705,976,1864,204,1438,565,738,365,3698,598,518,308,16,14961,869,10831,5193,25111,16678,320,31635,2463,13102,10594,2390,96,0,0,8,0,17,0,7,6,12382,127,6627,1161,752,655,21,641,118,43,1,1,25,15,0,20,0,1,0,2,1851,13,0,1816,895,3,614,0,0,0,91,0,28,31496,25011,6115,311,61,190,7424,2,514,0,1127355501,3628,9103,0,2269,10452,0,3569,9129,0,3873,8790,0,2597,10160,0,2164,10595,65,2812,10074,2,4533,13517,4710,12862,101,335,10308,3767,8015,3135,9875,3829,8501,5148,8205,5469,9724,3911,84,27,74,98,112,130,12713,3917,13450,3276,652,288,385,222,0,821,7430,5046,0,9606,2418,358,8026,4211,141,8568,3551,0,7179,4656,456,10131,2642,127,8739,3484,628,10918,6383,95,4682,13370,4534,13518,0,0,0
14,14,31893,12567,1113105615,230333,1228865,12423025,255996,8817,7956,9974,5141,2106,2323,3856,3594,631,12756,13274,401,9881,729,949,887,258,26140,957,392,576,197,1229,2397,3271,23963,20285,620,257,461,130,864,1347,2018,29244,26915,315,325,379,16,616,636,1688,865874230,910172941,28264,26694,205,151,284,2,417,297,885,27070,26374,116,134,166,145,374,29820,26504,1552,2460,292,225,166,20942,19670,6144,2176,31698,30055,1592,15908,15985,1615,16383,15955,65,246,0,12,131,880,2614,341,2088,575,1072,956,4009,1590,783,933,37,13981,2394,13389,3023,25263,17582,1164,30949,3219,12567,9198,3337,469,6,2,40,43,12,75,39,35,10785,662,4552,951,999,928,32,1144,330,100,33,0,90,0,218,132,0,2,0,13,4624,410,0,4209,3278,58,2556,111,48,44,317,30,0,30278,22678,7444,1615,711,872,6099,16,908,9,1125072123,4109,6098,0,3079,7064,0,3934,6241,0,4255,5933,4,3226,6980,0,3061,7130,125,3502,6809,8,5942,9397,5888,9032,380,617,7137,4816,7327,2697,7000,4669,6054,5543,5813,5795,6832,4672,241,71,195,202,305,349,9065,4820,9890,4055,1010,737,558,558,3,1129,5667,4293,0,6729,2613,489,6234,3570,160,6347,3308,0,5592,3862,535,7192,2838,272,6222,3577,560,7999,6653,355,6293,9048,6666,8673,0,0,0
15,15,31749,12306,1173306709,2508355,1306261,12858173,382392,8339,6451,10711,6215,1524,1874,4286,3472,771,12504,13387,358,11259,169,561,412,204,30141,98,74,136,11,186,1103,744,24460,23392,70,48,99,6,125,717,429,31375,30696,87,64,103,2,90,256,487,1052468376,977928841,28875,28449,34,39,57,2,43,159,201,26298,26134,18,21,69,10,93,30124,29613,69,155,64,21,12,21925,20664,5959,1685,31389,30439,840,16103,15646,2205,15527,14982,0,239,0,65,420,1293,1175,444,1644,1097,1333,926,4004,763,439,419,1,9977,5528,8344,7191,25187,16403,563,31116,1828,12306,9802,2456,196,5,1,18,9,0,4,1,143,13635,284,5846,1302,1588,1480,154,1385,241,18,42,0,199,0,5,57,5,3,2,2,1684,8,0,1651,474,16,345,1,1,0,43,3,0,31523,16306,14844,226,112,85,7391,17,507,0,1186742875,4344,8764,0,3803,9266,2,4349,8693,2,4048,8984,2,3988,9199,0,3753,9373,211,4197,9077,6,6377,12620,6459,11894,238,690,9196,4935,7892,3612,9218,4612,8447,5301,8912,4731,8752,4880,239,105,236,267,318,405,11264,5198,11757,4358,974,909,511,503,0,1083,6798,4390,4,7744,2831,544,6595,4076,452,7623,3383,0,6860,3645,711,8103,2887,692,7390,3717,472,10086,6771,210,6415,12580,6357,12643,0,0,0
16,16,31826,12001,1080104239,3925067,1290387,11496268,381017,8392,6802,10297,6125,1501,1942,4225,3191,482,12591,13615,101,11957,57,727,80,1,29827,117,77,93,17,310,1387,984,24079,22759,69,72,75,11,222,873,570,33023,32162,114,84,95,10,204,304,697,1045700945,983641112,32334,31753,51,57,61,4,111,155,325,30909,30724,22,29,24,33,106,30171,29335,151,258,77,13,0,21768,20708,5638,1319,31525,30567,775,16073,15753,1966,15224,14528,19,406,9,14,619,1146,1152,251,1445,978,1070,650,3557,438,570,614,88,10958,4309,8013,7355,24812,15978,434,31589,2074,12001,9607,2243,198,0,0,0,27,2,133,0,0,11325,477,4774,1237,904,1487,98,548,30,10,5,0,56,8,0,17,0,3,24,0,2646,0,0,2636,783,23,518,17,28,0,20,0,0,31546,16228,14911,280,89,117,6822,3,458,30,1124194284,3596,8845,0,3094,9369,0,3739,8668,0,3488,8914,0,3274,9233,0,3110,9364,123,3544,9078,0,5383,12775,5469,12212,226,462,9224,4572,7409,3661,9418,4024,8516,4859,9045,4241,9161,4170,199,48,261,259,275,310,11621,4506,12241,3608,1017,724,391,422,2,982,6970,3895,2,7997,2244,500,6680,3676,352,7863,2829,0,6971,3188,632,8121,2537,544,7687,3125,367,9979,6417,177,5442,12716,5256,12900,0,0,0
17,17,31748,12709,879520993,4955417,1322903,8996380,259340,7828,7267,9890,6716,2279,3202,4188,1934,91,13139,15232,285,12644,56,1113,313,48,29396,468,114,160,12,378,1224,1093,24757,23089,403,92,129,10,269,767,690,33245,31807,437,128,196,10,299,326,874,855079837,884270008,34078,33175,289,80,95,4,130,171,441,34254,33900,77,40,121,43,117,30301,29217,228,433,32,101,26,22068,20480,4212,843,30721,28578,1887,16209,15539,1865,14053,13222,4,507,2,51,867,384,2652,142,1258,443,217,330,3281,485,333,196,0,13742,246,10695,3610,25778,15308,973,30494,3104,12709,9663,2837,309,0,8,0,7,3,52,130,11,10335,57,2954,1569,818,1937,24,464,53,62,0,0,70,0,1,9,0,0,0,0,3621,4,0,3581,887,4,671,14,6,0,68,0,0,31279,21901,9136,469,45,320,6073,13,428,11,909957738,4307,7669,0,2805,9076,0,4228,7666,0,4339,7566,0,2926,9034,0,2885,9006,96,3381,8591,0,4738,11682,4734,11203,73,368,8350,4604,8603,2456,8632,3892,6889,5684,7521,5041,8039,4314,66,5,87,62,64,190,10474,4539,11344,3745,824,389,467,395,0,1207,5529,6008,0,8471,2504,166,5656,5282,102,7480,3496,0,6278,4377,333,8151,3195,223,7626,3549,391,8474,7301,79,4358,12059,3942,12476,0,0,0
18,18,31759,13727,985245018,3488880,1360072,9499511,264599,7793,6376,10283,7263,3145,2999,4558,2128,197,14191,15622,74,12770,53,1547,492,77,29834,83,86,119,80,402,1152,937,24798,23518,77,72,92,47,265,726,540,33305,32443,93,86,83,50,251,285,794,879423745,965817824,34992,34430,35,67,44,4,138,115,322,35849,35644,13,39,28,54,208,30240,29569,145,258,8,9,3,22556,20513,4319,846,31512,30222,1018,16046,15713,1967,14948,14089,7,388,0,19,876,599,1873,83,2383,328,556,278,3537,632,416,248,0,14220,270,11965,3044,25509,15908,679,31470,4356,13727,9716,3966,136,1,2,11,1,11,14,15,11,10509,107,3306,1063,921,1464,77,1640,156,8,6,0,9,3,1,2,0,0,0,0,3006,0,0,3001,917,72,560,0,1,1,47,41,0,31573,21430,9822,186,32,136,6589,8,527,1,1000772777,3624,7927,0,2898,8619,0,3844,7674,0,3472,8031,0,3067,8503,0,2865,8645,121,3322,8330,0,5027,11694,5018,11317,128,278,8630,4102,7574,2632,8917,3527,7659,4732,8428,3822,8534,3753,102,5,83,84,151,182,10996,4336,11732,3474,787,502,340,320,0,1010,6724,4375,0,8307,2334,319,6566,4096,221,7944,2955,0,7180,3316,350,8355,2709,341,8027,3154,163,9721,6247,141,5076,11648,5032,11692,0,0,0
19,19,31784,12723,971938437,83914,1237418,12414204,306343,8806,7703,9801,5491,2191,2991,4324,2724,479,12594,13662,1131,9370,301,1194,1178,414,26928,833,246,324,28,1320,2104,3165,24722,21424,673,153,281,19,889,1286,1945,30940,28369,500,147,231,10,1006,649,2310,867135277,879472855,28696,27496,181,81,132,8,380,311,907,26294,25860,111,45,90,117,440,29567,27612,659,1630,117,103,34,21101,18714,5090,1718,31543,29751,1778,15919,15865,2254,15265,14885,27,155,7,150,42,1098,1369,289,1950,1124,1340,1385,3864,1481,638,559,0,9198,6068,8868,6402,25154,16255,1065,30678,3582,12723,8774,3946,775,5,145,189,25,10,153,171,35,12397,358,5095,1628,1606,1714,271,898,90,97,47,0,254,0,1,95,5,29,7,25,3882,18,0,3862,2866,147,2343,30,64,0,75,174,0,30467,15515,14697,1317,635,668,5463,30,915,36,995020069,4076,4860,0,3762,5121,0,4003,4900,0,3893,4970,4,3774,5170,2,3695,5138,209,3948,5051,4,6766,7778,6706,7292,383,678,5573,5097,6852,2434,5634,4865,5229,5167,5557,4824,5418,4967,367,95,334,357,411,430,7142,5632,7680,4761,1036,1019,591,604,0,1134,4017,3811,5,4425,2803,588,3959,3473,424,4543,3170,9,4031,3279,568,4747,2801,570,4231,3371,485,6367,6877,326,6798,7744,6850,7691,0,0,0
20,20,31882,12968,822552307,24659,1249199,11509371,290659,7701,8835,10417,4931,3014,3215,4359,2146,164,12909,14115,606,10008,198,1626,985,540,26111,945,323,327,42,1816,2316,3644,24136,20452,606,225,249,20,1174,1407,2232,32965,29577,662,228,219,15,1394,862,3285,785518798,887486725,32588,30637,396,179,186,7,655,438,1686,31432,30582,294,137,105,252,866,29995,26988,1346,2625,134,173,0,21990,18936,3225,1003,31549,29231,2291,15378,16504,2183,15470,14703,125,225,18,279,242,1145,1800,489,2187,1170,1223,1190,3024,1782,709,351,24,8430,7027,8159,7296,25594,16461,1213,31421,4820,12968,7811,5165,203,1,47,3,40,0,60,1,10,12552,193,5232,1474,1625,1978,153,993,16,16,16,0,126,0,0,341,1,3,8,37,4914,140,0,4771,4089,60,3629,170,2,0,131,11,0,29962,15733,13837,1920,875,1038,4736,75,1119,11,850870618,3233,3680,0,3065,3801,0,3212,3675,2,3170,3695,4,3103,3807,0,2952,3852,128,3173,3768,0,5699,6177,5724,5580,293,694,4387,4445,5631,2178,4385,4323,4111,4478,4343,4211,4201,4370,308,41,334,341,415,422,6109,4894,6310,4210,969,1067,517,613,0,1110,3170,3418,2,3362,2685,632,3098,3115,446,3640,2908,2,3096,3021,624,3725,2603,524,3289,3060,524,5092,6689,264,5832,6046,6033,5843,0,0,0
21,21,31787,12464,1015874756,989883,1252932,11488183,366437,8239,8125,9647,5746,2079,2403,4330,3090,427,12654,13401,630,9513,493,1282,1107,147,29627,293,82,174,12,210,1392,788,24336,22888,193,63,131,12,157,890,503,30818,29946,184,69,157,8,79,342,473,932283416,873168341,28864,28250,135,47,106,12,58,197,208,26604,26344,79,36,79,23,100,30142,29164,261,403,311,152,2,20937,19863,5870,1587,31405,30392,937,15653,16134,2064,15533,14631,14,677,7,86,308,1078,2135,233,2398,588,1643,880,3462,1076,654,466,3,15382,119,9174,6353,25734,16386,651,30102,2664,12464,9006,3436,423,49,33,14,8,142,55,54,15,11222,426,3273,1846,1639,1464,193,672,771,68,214,0,14,0,0,6,0,41,0,11,2468,11,0,2431,764,10,429,15,23,0,65,60,52,31201,24622,6375,586,399,125,6827,11,785,0,1055197904,5925,6983,0,4361,8400,0,5886,6980,0,6245,6578,0,4350,8507,2,4544,8161,318,5141,7799,9,6995,10398,7073,9830,327,642,7363,6297,9138,2934,7668,5595,6040,7193,6533,6603,7183,5836,307,35,329,315,413,436,8840,6407,10115,5422,1276,670,780,656,24,1473,4789,7140,7,7620,3783,342,5061,6408,365,6309,5132,9,5403,5752,593,6898,4728,546,6348,5212,598,7645,8404,286,6327,11065,5712,11678,0,0,0
22,22,33860,12656,1345111352,994207,1302071,16428866,437616,9454,7820,11580,4949,1265,1734,4029,4414,1095,12631,13333,390,10866,740,614,450,91,31260,291,67,274,13,415,1538,1157,24942,23391,182,47,199,8,275,842,655,28387,27575,120,64,126,4,131,313,632,1055244034,829698126,24080,23613,38,42,60,6,91,152,279,20902,20687,38,22,67,29,159,31840,31288,49,239,100,57,0,22861,21933,7572,2221,33420,32841,542,16712,17148,1732,17903,17627,0,144,2,40,262,1394,1144,504,2117,1038,3313,1498,3757,731,1005,697,11,17799,77,6518,11411,26167,18880,694,33293,1487,12656,11050,1563,315,33,47,7,95,0,76,0,0,11754,499,4082,1440,1477,1817,382,906,255,80,176,0,74,0,11,26,0,26,0,9,2532,0,0,2523,940,103,694,4,0,0,11,0,0,33574,27172,6101,284,197,66,7709,0,840,0,1370506376,7342,8494,2,5453,10156,2,7375,8326,2,7703,8031,3,5447,10234,2,5646,9877,471,6383,9476,7,8243,11873,8196,11610,478,591,8468,7018,10168,3564,8708,6333,6842,8167,7654,7315,8177,6652,337,73,380,397,402,455,9769,6455,11159,5388,1259,707,782,570,1,1351,5297,6913,1,8124,3512,376,5559,6229,326,7026,4687,1,6098,5359,591,7488,4383,633,7173,4750,542,8528,7684,297,8017,12099,7798,12320,0,0,0
23,23,31838,12501,1170181553,3969842,1285346,13162392,415591,8530,6810,10606,5903,1548,2219,4121,3367,579,12987,13744,400,11710,125,660,100,0,30133,135,55,151,19,187,1160,678,23945,22861,82,39,108,6,133,710,385,30886,30285,82,53,82,5,107,250,414,951113814,881920023,28904,28488,14,56,55,2,45,152,173,27000,26839,11,41,28,21,90,30251,29224,22,213,296,10,6,21954,21057,5436,1344,31683,30414,1055,16170,15669,1557,16330,15528,0,288,7,8,1054,1845,1415,267,1643,456,1839,869,2553,622,446,354,12,16036,87,8570,7618,24893,17147,563,31654,2304,12501,10038,2422,423,25,83,3,109,13,3,0,9,11151,317,4494,1197,875,1449,25,694,100,25,5,0,8,0,8,7,0,54,0,1,2227,0,0,2214,644,80,391,15,1,0,10,0,0,31581,25682,5628,257,147,30,7325,1,627,0,1196788234,5405,8391,0,3541,10224,0,5433,8326,0,5855,7944,0,3628,10214,0,3711,10032,170,4312,9619,2,5720,12305,5775,11809,179,475,9118,5157,9123,3478,9263,4631,7230,6616,7908,5948,8719,5006,170,24,206,264,219,330,10143,4940,11188,4067,1015,601,541,387,0,1187,5661,6807,0,9012,2937,253,6017,5972,259,7751,4185,0,6520,5111,473,8308,3798,487,7743,4233,540,8785,7243,184,5202,12823,4586,13438,0,0,0
24,24,31766,12664,892660543,4919300,1278615,9177581,343835,8487,7283,9416,6325,2803,2549,4480,2040,53,13731,14762,599,11844,70,938,433,165,29067,180,100,172,64,811,1372,1972,24096,22276,134,74,131,47,544,891,1263,32168,31009,216,85,123,22,413,263,1234,795973350,816246400,32716,31885,97,50,103,11,224,204,557,31218,30943,34,40,96,45,115,29940,27472,706,1094,873,5,2,21062,18736,3527,920,31515,29208,2190,16263,15503,1599,13969,13210,1,378,1,45,552,956,1876,196,2103,461,711,215,3097,510,215,147,7,13716,170,9160,4853,25030,15009,519,30811,4384,12664,9310,3203,45,1,4,1,10,1,7,1,2,11335,135,3374,1934,996,1956,184,358,396,17,95,0,43,0,0,20,0,4,0,0,3511,3,4,3479,1827,12,1384,5,0,0,49,138,0,30862,23365,7155,904,186,604,6895,0,695,0,912361805,4222,7279,0,2668,8797,0,4037,7454,0,4335,7137,0,2930,8585,0,2618,8879,47,3184,8439,2,4520,11134,4700,10424,57,329,7973,4130,7693,2860,8022,3797,6407,5408,6800,4896,7455,4245,76,6,71,48,114,161,9774,4538,10419,3954,821,464,530,335,0,1185,4755,6001,2,7605,2601,266,4973,5357,113,6400,3947,0,5424,4621,366,7218,3272,299,6479,3706,626,7763,7047,160,3909,11745,3151,12503,0,0,0
25,25,31972,12846,852921813,646042,1268169,10321532,262363,8192,7995,10204,5594,2986,3374,3963,2179,210,13576,14438,464,11474,82,1196,595,275,25025,1404,223,606,516,2275,1922,4196,24355,19914,929,164,457,270,1433,1187,2527,31918,29248,473,168,237,48,1222,505,3062,841297412,841659749,31753,30475,256,52,170,3,304,181,635,31320,30735,205,45,121,58,142,30008,26225,1828,2530,279,478,259,21778,18982,4146,1494,31697,29614,2025,15974,15998,1677,14325,13868,39,193,0,9,208,705,3566,96,1821,740,691,608,3398,755,398,172,0,14301,4,11725,2610,25516,15670,1304,31269,4827,12846,8474,4411,563,63,55,34,73,0,93,8,118,9068,301,2374,2043,748,2134,52,140,475,15,15,0,10,0,42,2,0,23,0,26,5936,610,3,5251,3932,129,2661,53,113,0,811,0,2,29412,23160,6077,2560,1136,1356,5809,7,900,1,882953241,3892,5052,0,3117,5742,0,3802,5081,0,3856,5022,0,3196,5743,0,3125,5681,167,3485,5501,0,5337,8113,5804,7172,197,460,5339,4981,6994,2204,5514,4606,4715,5370,4874,5099,5182,4787,138,7,152,171,246,305,7432,5122,7488,4850,761,635,771,629,0,1377,3480,5897,2,4795,3920,483,3712,5212,319,4380,4684,2,3867,4835,565,5143,4073,397,4563,4524,538,5834,7770,208,4884,8566,4622,8830,0,0,0
26,26,31768,12075,900561924,3955955,1278573,9337692,317906,8823,6950,9581,6334,2292,2586,4134,2262,218,13236,14653,1191,11720,21,850,255,66,30184,167,56,123,13,250,976,622,23821,22855,85,40,100,5,137,600,350,32340,31556,93,65,95,1,170,332,571,863813179,828584783,32827,32255,87,68,84,4,72,192,249,32515,32188,92,51,82,44,120,29785,26976,354,54,2328,19,2,21317,18902,4025,798,31606,27415,4014,15794,15974,1464,13465,12795,0,161,0,266,842,884,2440,172,1541,517,629,381,2794,421,233,216,0,13259,97,8919,4616,24485,14441,805,31582,4323,12075,9387,2573,244,19,14,22,9,0,77,42,1,11184,92,3504,2048,1098,1475,136,146,920,3,39,0,51,0,1,7,2,38,0,0,1865,2,0,1856,285,10,167,0,1,0,62,0,0,31560,24703,6627,208,121,16,6635,1,464,13,935242732,3971,7687,0,2661,8969,0,3965,7714,0,3950,7692,0,2804,8894,0,2601,8949,119,3145,8574,0,4350,11620,4683,10667,111,484,7987,4276,7625,2931,8152,3817,6487,5464,7183,4707,7623,4182,87,6,61,69,110,205,10401,4210,10259,4359,716,413,589,480,11,1185,4884,6183,0,7463,3051,310,4973,5631,231,6313,4306,0,5653,4680,533,7500,3356,430,6617,3970,640,8083,6911,235,3941,12029,3332,12636,0,0,0
27,27,31685,12015,1500185477,67726,1066192,18507476,351342,10390,9327,8828,3158,900,1642,3120,4586,1745,11589,12558,482,7548,1429,742,1606,743,26688,1058,73,1607,19,418,1818,1486,22129,19136,629,49,1107,17,276,911,878,19380,18169,217,29,532,8,148,200,516,877436427,334677028,7431,7258,39,1,59,1,16,25,44,3117,3099,0,2,3,1,6,29327,26286,1029,765,1112,547,599,19878,19350,11656,3497,31654,30127,1505,15230,16455,1283,17561,17263,0,53,0,206,81,560,1013,374,1768,863,4758,1913,3662,1335,486,665,9,17461,80,7115,10461,22899,18243,500,31662,1199,12015,9099,2903,1650,0,719,336,91,228,164,0,74,10986,607,4110,899,1028,1088,331,1052,598,315,27,0,36,33,331,46,0,257,0,0,3549,444,0,3098,1582,277,490,12,8,0,353,387,0,28866,21515,7121,2819,1763,1049,6883,72,916,7,1497614310,8039,6733,0,6339,8290,0,7954,6775,0,8089,6697,2,6504,8299,0,6866,7879,335,7312,7533,6,9235,8819,8615,9258,449,465,6882,6414,8924,2829,7091,5852,5673,7159,6422,6451,6792,5909,261,158,354,337,360,381,5798,4865,7576,3570,1033,435,485,308,22,777,4501,4167,0,6231,2144,198,4595,3836,241,5671,2636,4,4995,3278,335,6101,2538,322,5523,3156,296,6898,4583,126,9801,8255,10377,7678,0,0,0
28,28,32137,13821,1631996875,241448,1168285,17698969,371984,8074,10597,9369,4111,1296,2373,3957,4181,1978,13446,14756,200,7317,2197,1225,2882,851,26610,985,66,2373,10,404,1687,1275,24016,20403,656,46,1684,9,295,929,821,18004,16636,329,19,627,5,74,248,385,761500717,431531751,10486,10145,82,9,56,1,34,74,98,7111,7047,13,4,7,6,35,29735,25588,1315,831,1328,1574,333,21996,21205,11883,4236,31980,30828,1121,16162,15975,1205,18182,17386,51,229,41,371,159,900,1364,510,1502,789,3865,2421,4070,1065,779,498,0,18088,38,7210,10943,25025,18808,587,31949,2185,13821,8538,5280,2947,78,1528,383,46,229,276,0,313,10671,844,3766,1121,891,1144,111,1079,366,110,64,0,63,0,434,118,0,338,0,0,4165,163,0,3990,1252,6,660,179,52,0,17,254,27,28798,20751,7293,3339,1383,1914,6823,33,1240,0,1637958003,7563,6397,0,6003,7844,2,7525,6420,0,7588,6386,0,5984,8038,0,6348,7557,343,6822,7187,5,8916,8767,8404,9067,421,483,6520,6338,8695,2789,6762,5788,5404,6987,6029,6418,6516,5819,253,117,325,348,332,368,5928,4929,7572,3681,1069,495,521,379,2,895,4086,4305,4,5838,2206,209,4182,3904,251,5253,2779,2,4555,3421,352,5655,2676,318,5073,3278,265,6281,4994,218,9411,8272,9936,7747,0,0,0
